,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label,main_category
1210,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015366,malate:proton symporter activity,molecularFunction
1209,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030060,L-malate dehydrogenase activity,molecularFunction
1208,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042300,beta-amyrin synthase activity,molecularFunction
1217,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0050532,2-phosphosulfolactate phosphatase activity,molecularFunction
1229,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity,molecularFunction
1230,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008883,glutamyl-tRNA reductase activity,molecularFunction
1231,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016415,octanoyltransferase activity,molecularFunction
1252,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0005247,voltage-gated chloride channel activity,molecularFunction
1251,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008869,galactonate dehydratase activity,molecularFunction
1250,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004160,dihydroxy-acid dehydratase activity,molecularFunction
1249,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0048256,flap endonuclease activity,molecularFunction
1248,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0033990,ectoine synthase activity,molecularFunction
1247,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,molecularFunction
1246,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016403,dimethylargininase activity,molecularFunction
1245,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008872,glucarate dehydratase activity,molecularFunction
1244,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0005253,anion channel activity,molecularFunction
1243,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0050501,hyaluronan synthase activity,molecularFunction
1242,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008512,sulfate:proton symporter activity,molecularFunction
1241,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0005254,chloride channel activity,molecularFunction
1240,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030378,serine racemase activity,molecularFunction
1239,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008878,glucose-1-phosphate adenylyltransferase activity,molecularFunction
1238,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008519,ammonium transmembrane transporter activity,molecularFunction
1237,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004170,dUTP diphosphatase activity,molecularFunction
1236,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008880,glucuronate isomerase activity,molecularFunction
1235,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008881,glutamate racemase activity,molecularFunction
1234,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0000700,mismatch base pair DNA N-glycosylase activity,molecularFunction
1233,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008882,[glutamate-ammonia-ligase] adenylyltransferase activity,molecularFunction
1232,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity,molecularFunction
1207,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042301,phosphate ion binding,molecularFunction
1157,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0035597,N6-isopentenyladenosine methylthiotransferase activity,molecularFunction
1206,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043752,adenosylcobinamide kinase activity,molecularFunction
1204,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0035870,dITP diphosphatase activity,molecularFunction
1178,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015091,ferric iron transmembrane transporter activity,molecularFunction
1177,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004815,aspartate-tRNA ligase activity,molecularFunction
1176,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004818,glutamate-tRNA ligase activity,molecularFunction
1175,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009019,tRNA (guanine-N1-)-methyltransferase activity,molecularFunction
1174,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043115,precorrin-2 dehydrogenase activity,molecularFunction
1173,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015098,molybdate ion transmembrane transporter activity,molecularFunction
1172,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0061798,"GTP 3',8'-cyclase activity",molecularFunction
1171,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0061799,cyclic pyranopterin monophosphate synthase activity,molecularFunction
1170,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008296,3'-5'-exodeoxyribonuclease activity,molecularFunction
1179,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009374,biotin binding,molecularFunction
1169,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004820,glycine-tRNA ligase activity,molecularFunction
1167,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity,molecularFunction
1166,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004822,isoleucine-tRNA ligase activity,molecularFunction
1165,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009022,tRNA nucleotidyltransferase activity,molecularFunction
1164,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004823,leucine-tRNA ligase activity,molecularFunction
1163,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004824,lysine-tRNA ligase activity,molecularFunction
1162,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051015,actin filament binding,molecularFunction
1161,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004827,proline-tRNA ligase activity,molecularFunction
1160,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004828,serine-tRNA ligase activity,molecularFunction
1159,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009028,tartronate-semialdehyde synthase activity,molecularFunction
1168,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004821,histidine-tRNA ligase activity,molecularFunction
1180,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016174,NAD(P)H oxidase H2O2-forming activity,molecularFunction
1181,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004805,trehalose-phosphatase activity,molecularFunction
1182,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0034480,phosphatidylcholine phospholipase C activity,molecularFunction
1203,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0035514,DNA demethylase activity,molecularFunction
1202,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0002935,tRNA (adenine-C2-)-methyltransferase activity,molecularFunction
1201,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0035516,oxidative DNA demethylase activity,molecularFunction
1200,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043770,demethylmenaquinone methyltransferase activity,molecularFunction
1061,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043819,precorrin-6A synthase (deacetylating) activity,molecularFunction
1198,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043773,coenzyme F420-0 gamma-glutamyl ligase activity,molecularFunction
1197,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0035529,NADH pyrophosphatase activity,molecularFunction
1196,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0050582,xylitol oxidase activity,molecularFunction
1195,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0000774,adenyl-nucleotide exchange factor activity,molecularFunction
1194,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008234,cysteine-type peptidase activity,molecularFunction
1193,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0044875,gamma-glutamyl hercynylcysteine sulfoxide synthase activity,molecularFunction
1192,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0001517,N-acetylglucosamine 6-O-sulfotransferase activity,molecularFunction
1191,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008251,tRNA-specific adenosine deaminase activity,molecularFunction
1190,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008253,5'-nucleotidase activity,molecularFunction
1189,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008254,3'-nucleotidase activity,molecularFunction
1188,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0032296,double-stranded RNA-specific ribonuclease activity,molecularFunction
1187,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016153,urocanate hydratase activity,molecularFunction
1186,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016154,pyrimidine-nucleoside phosphorylase activity,molecularFunction
1185,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016158,3-phytase activity,molecularFunction
1184,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0044540,L-cystine L-cysteine-lyase (deaminating),molecularFunction
1183,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0097617,annealing activity,molecularFunction
1205,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity,molecularFunction
1060,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015439,ATPase-coupled heme transmembrane transporter activity,molecularFunction
1017,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043878,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity,molecularFunction
1058,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008993,rhamnulokinase activity,molecularFunction
935,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004638,phosphoribosylaminoimidazole carboxylase activity,molecularFunction
934,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004639,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,molecularFunction
933,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0045140,inositol phosphoceramide synthase activity,molecularFunction
932,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:1901505,carbohydrate derivative transmembrane transporter activity,molecularFunction
931,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0047355,CDP-glycerol glycerophosphotransferase activity,molecularFunction
930,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0004359,glutaminase activity,molecularFunction
929,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0016618,hydroxypyruvate reductase activity,molecularFunction
928,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0016641,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",molecularFunction
927,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0030267,glyoxylate reductase (NADP) activity,molecularFunction
936,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004636,phosphoribosyl-ATP diphosphatase activity,molecularFunction
926,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0008409,5'-3' exonuclease activity,molecularFunction
924,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0016676,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor",molecularFunction
923,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0015294,solute:cation symporter activity,molecularFunction
922,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0004721,phosphoprotein phosphatase activity,molecularFunction
921,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0043024,ribosomal small subunit binding,molecularFunction
920,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0015923,mannosidase activity,molecularFunction
919,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0015927,trehalase activity,molecularFunction
918,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0005509,calcium ion binding,molecularFunction
917,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0004457,lactate dehydrogenase activity,molecularFunction
916,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0004129,cytochrome-c oxidase activity,molecularFunction
925,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0016675,"oxidoreductase activity, acting on a heme group of donors",molecularFunction
915,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0042602,riboflavin reductase (NADPH) activity,molecularFunction
937,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004635,phosphoribosyl-AMP cyclohydrolase activity,molecularFunction
939,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0000286,alanine dehydrogenase activity,molecularFunction
959,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046523,S-methyl-5-thioribose-1-phosphate isomerase activity,molecularFunction
958,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004609,phosphatidylserine decarboxylase activity,molecularFunction
957,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0003880,protein C-terminal carboxyl O-methyltransferase activity,molecularFunction
956,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0047974,guanosine deaminase activity,molecularFunction
955,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0003882,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,molecularFunction
954,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0003884,D-amino-acid oxidase activity,molecularFunction
953,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0003886,DNA (cytosine-5-)-methyltransferase activity,molecularFunction
952,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0102953,hypoglycin A gamma-glutamyl transpeptidase activity,molecularFunction
951,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0102955,S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity,molecularFunction
938,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004632,phosphopantothenate--cysteine ligase activity,molecularFunction
950,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004613,phosphoenolpyruvate carboxykinase (GTP) activity,molecularFunction
948,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004615,phosphomannomutase activity,molecularFunction
947,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004618,phosphoglycerate kinase activity,molecularFunction
946,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",molecularFunction
945,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046538,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity",molecularFunction
944,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008092,cytoskeletal protein binding,molecularFunction
943,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0001000,bacterial-type RNA polymerase core enzyme binding,molecularFunction
942,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004622,lysophospholipase activity,molecularFunction
941,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0047632,agmatine deiminase activity,molecularFunction
940,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0102971,phosphinothricin N-acetyltransferase activity,molecularFunction
949,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004614,phosphoglucomutase activity,molecularFunction
914,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0016421,CoA carboxylase activity,molecularFunction
913,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0050897,cobalt ion binding,molecularFunction
912,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0015002,heme-copper terminal oxidase activity,molecularFunction
886,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0004367,glycerol-3-phosphate dehydrogenase [NAD+] activity,molecularFunction
885,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,molecularFunction
884,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0008716,D-alanine-D-alanine ligase activity,molecularFunction
883,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0016977,chitosanase activity,molecularFunction
882,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:1901567,fatty acid derivative binding,molecularFunction
